message_id,site_id,zone,asset_type,sensor,measured_at,value,unit,sequence,topic,received_at,retained
battery-shelter-01-temperature-0002,base-projetee-alpha,battery-shelter-01,drone_battery_storage,temperature,2026-11-09T18:00:00Z,34.0,celsius,2,airbase/batch005/battery-shelter-01/temperature/0002,2026-11-12T06:00:00Z,True
battery-shelter-01-temperature-0003,base-projetee-alpha,battery-shelter-01,drone_battery_storage,temperature,2026-11-09T23:00:00Z,33.2,celsius,3,airbase/batch005/battery-shelter-01/temperature/0003,2026-11-12T06:00:00Z,True
battery-shelter-01-temperature-0004,base-projetee-alpha,battery-shelter-01,drone_battery_storage,temperature,2026-11-10T06:00:00Z,32.0,celsius,4,airbase/batch005/battery-shelter-01/temperature/0004,2026-11-12T06:00:00Z,True
battery-shelter-01-temperature-0005,base-projetee-alpha,battery-shelter-01,drone_battery_storage,temperature,2026-11-10T12:00:00Z,34.0,celsius,5,airbase/batch005/battery-shelter-01/temperature/0005,2026-11-12T06:00:00Z,True
battery-shelter-01-temperature-0006,base-projetee-alpha,battery-shelter-01,drone_battery_storage,temperature,2026-11-10T18:00:00Z,34.8,celsius,6,airbase/batch005/battery-shelter-01/temperature/0006,2026-11-12T06:00:00Z,True
battery-shelter-01-temperature-0007,base-projetee-alpha,battery-shelter-01,drone_battery_storage,temperature,2026-11-10T23:00:00Z,33.6,celsius,7,airbase/batch005/battery-shelter-01/temperature/0007,2026-11-12T06:00:00Z,True
battery-shelter-01-temperature-0008,base-projetee-alpha,battery-shelter-01,drone_battery_storage,temperature,2026-11-11T06:00:00Z,33.0,celsius,8,airbase/batch005/battery-shelter-01/temperature/0008,2026-11-12T06:00:00Z,True
battery-shelter-01-temperature-0009,base-projetee-alpha,battery-shelter-01,drone_battery_storage,temperature,2026-11-11T12:00:00Z,34.9,celsius,9,airbase/batch005/battery-shelter-01/temperature/0009,2026-11-12T06:00:00Z,True
battery-shelter-01-temperature-0010,base-projetee-alpha,battery-shelter-01,drone_battery_storage,temperature,2026-11-11T18:00:00Z,35.6,celsius,10,airbase/batch005/battery-shelter-01/temperature/0010,2026-11-12T06:00:00Z,True
battery-shelter-01-temperature-0011,base-projetee-alpha,battery-shelter-01,drone_battery_storage,temperature,2026-11-11T23:00:00Z,34.4,celsius,11,airbase/batch005/battery-shelter-01/temperature/0011,2026-11-12T06:00:00Z,True
comms-shelter-01-lora_rssi-0000,base-projetee-alpha,comms-shelter-01,communications,lora_rssi,2026-11-09T06:00:00Z,-68.0,dbm,0,airbase/batch005/comms-shelter-01/lora_rssi/0000,2026-11-12T06:00:00Z,True
comms-shelter-01-lora_rssi-0001,base-projetee-alpha,comms-shelter-01,communications,lora_rssi,2026-11-09T12:00:00Z,-70.0,dbm,1,airbase/batch005/comms-shelter-01/lora_rssi/0001,2026-11-12T06:00:00Z,True
comms-shelter-01-lora_rssi-0002,base-projetee-alpha,comms-shelter-01,communications,lora_rssi,2026-11-09T18:00:00Z,-72.0,dbm,2,airbase/batch005/comms-shelter-01/lora_rssi/0002,2026-11-12T06:00:00Z,True
comms-shelter-01-lora_rssi-0003,base-projetee-alpha,comms-shelter-01,communications,lora_rssi,2026-11-09T23:00:00Z,-69.0,dbm,3,airbase/batch005/comms-shelter-01/lora_rssi/0003,2026-11-12T06:00:00Z,True
comms-shelter-01-lora_rssi-0004,base-projetee-alpha,comms-shelter-01,communications,lora_rssi,2026-11-10T06:00:00Z,-67.0,dbm,4,airbase/batch005/comms-shelter-01/lora_rssi/0004,2026-11-12T06:00:00Z,True
comms-shelter-01-lora_rssi-0005,base-projetee-alpha,comms-shelter-01,communications,lora_rssi,2026-11-10T12:00:00Z,-71.0,dbm,5,airbase/batch005/comms-shelter-01/lora_rssi/0005,2026-11-12T06:00:00Z,True
comms-shelter-01-lora_rssi-0006,base-projetee-alpha,comms-shelter-01,communications,lora_rssi,2026-11-10T18:00:00Z,-73.0,dbm,6,airbase/batch005/comms-shelter-01/lora_rssi/0006,2026-11-12T06:00:00Z,True
comms-shelter-01-lora_rssi-0007,base-projetee-alpha,comms-shelter-01,communications,lora_rssi,2026-11-10T23:00:00Z,-70.0,dbm,7,airbase/batch005/comms-shelter-01/lora_rssi/0007,2026-11-12T06:00:00Z,True
comms-shelter-01-lora_rssi-0008,base-projetee-alpha,comms-shelter-01,communications,lora_rssi,2026-11-11T06:00:00Z,-66.0,dbm,8,airbase/batch005/comms-shelter-01/lora_rssi/0008,2026-11-12T06:00:00Z,True
comms-shelter-01-lora_rssi-0009,base-projetee-alpha,comms-shelter-01,communications,lora_rssi,2026-11-11T12:00:00Z,-69.0,dbm,9,airbase/batch005/comms-shelter-01/lora_rssi/0009,2026-11-12T06:00:00Z,True
comms-shelter-01-lora_rssi-0010,base-projetee-alpha,comms-shelter-01,communications,lora_rssi,2026-11-11T18:00:00Z,-72.0,dbm,10,airbase/batch005/comms-shelter-01/lora_rssi/0010,2026-11-12T06:00:00Z,True
comms-shelter-01-lora_rssi-0011,base-projetee-alpha,comms-shelter-01,communications,lora_rssi,2026-11-11T23:00:00Z,-68.0,dbm,11,airbase/batch005/comms-shelter-01/lora_rssi/0011,2026-11-12T06:00:00Z,True
comms-shelter-01-temperature-0000,base-projetee-alpha,comms-shelter-01,communications,temperature,2026-11-09T06:00:00Z,28.0,celsius,0,airbase/batch005/comms-shelter-01/temperature/0000,2026-11-12T06:00:00Z,True
comms-shelter-01-temperature-0001,base-projetee-alpha,comms-shelter-01,communications,temperature,2026-11-09T12:00:00Z,29.0,celsius,1,airbase/batch005/comms-shelter-01/temperature/0001,2026-11-12T06:00:00Z,True
comms-shelter-01-temperature-0002,base-projetee-alpha,comms-shelter-01,communications,temperature,2026-11-09T18:00:00Z,29.4,celsius,2,airbase/batch005/comms-shelter-01/temperature/0002,2026-11-12T06:00:00Z,True
comms-shelter-01-temperature-0003,base-projetee-alpha,comms-shelter-01,communications,temperature,2026-11-09T23:00:00Z,28.6,celsius,3,airbase/batch005/comms-shelter-01/temperature/0003,2026-11-12T06:00:00Z,True
comms-shelter-01-temperature-0004,base-projetee-alpha,comms-shelter-01,communications,temperature,2026-11-10T06:00:00Z,28.2,celsius,4,airbase/batch005/comms-shelter-01/temperature/0004,2026-11-12T06:00:00Z,True
comms-shelter-01-temperature-0005,base-projetee-alpha,comms-shelter-01,communications,temperature,2026-11-10T12:00:00Z,29.2,celsius,5,airbase/batch005/comms-shelter-01/temperature/0005,2026-11-12T06:00:00Z,True
comms-shelter-01-temperature-0006,base-projetee-alpha,comms-shelter-01,communications,temperature,2026-11-10T18:00:00Z,29.6,celsius,6,airbase/batch005/comms-shelter-01/temperature/0006,2026-11-12T06:00:00Z,True
comms-shelter-01-temperature-0007,base-projetee-alpha,comms-shelter-01,communications,temperature,2026-11-10T23:00:00Z,28.8,celsius,7,airbase/batch005/comms-shelter-01/temperature/0007,2026-11-12T06:00:00Z,True
comms-shelter-01-temperature-0008,base-projetee-alpha,comms-shelter-01,communications,temperature,2026-11-11T06:00:00Z,28.4,celsius,8,airbase/batch005/comms-shelter-01/temperature/0008,2026-11-12T06:00:00Z,True
comms-shelter-01-temperature-0009,base-projetee-alpha,comms-shelter-01,communications,temperature,2026-11-11T12:00:00Z,29.4,celsius,9,airbase/batch005/comms-shelter-01/temperature/0009,2026-11-12T06:00:00Z,True
comms-shelter-01-temperature-0010,base-projetee-alpha,comms-shelter-01,communications,temperature,2026-11-11T18:00:00Z,29.8,celsius,10,airbase/batch005/comms-shelter-01/temperature/0010,2026-11-12T06:00:00Z,True
comms-shelter-01-temperature-0011,base-projetee-alpha,comms-shelter-01,communications,temperature,2026-11-11T23:00:00Z,29.0,celsius,11,airbase/batch005/comms-shelter-01/temperature/0011,2026-11-12T06:00:00Z,True
fuel-storage-01-temperature-0000,base-projetee-alpha,fuel-storage-01,fuel_storage,temperature,2026-11-09T06:00:00Z,28.4,celsius,0,airbase/batch005/fuel-storage-01/temperature/0000,2026-11-12T06:00:00Z,True
fuel-storage-01-temperature-0001,base-projetee-alpha,fuel-storage-01,fuel_storage,temperature,2026-11-09T12:00:00Z,29.0,celsius,1,airbase/batch005/fuel-storage-01/temperature/0001,2026-11-12T06:00:00Z,True
fuel-storage-01-temperature-0002,base-projetee-alpha,fuel-storage-01,fuel_storage,temperature,2026-11-09T18:00:00Z,29.6,celsius,2,airbase/batch005/fuel-storage-01/temperature/0002,2026-11-12T06:00:00Z,True
fuel-storage-01-temperature-0003,base-projetee-alpha,fuel-storage-01,fuel_storage,temperature,2026-11-09T23:00:00Z,29.2,celsius,3,airbase/batch005/fuel-storage-01/temperature/0003,2026-11-12T06:00:00Z,True
fuel-storage-01-temperature-0004,base-projetee-alpha,fuel-storage-01,fuel_storage,temperature,2026-11-10T06:00:00Z,28.6,celsius,4,airbase/batch005/fuel-storage-01/temperature/0004,2026-11-12T06:00:00Z,True
fuel-storage-01-temperature-0005,base-projetee-alpha,fuel-storage-01,fuel_storage,temperature,2026-11-10T12:00:00Z,29.2,celsius,5,airbase/batch005/fuel-storage-01/temperature/0005,2026-11-12T06:00:00Z,True
fuel-storage-01-temperature-0006,base-projetee-alpha,fuel-storage-01,fuel_storage,temperature,2026-11-10T18:00:00Z,29.8,celsius,6,airbase/batch005/fuel-storage-01/temperature/0006,2026-11-12T06:00:00Z,True
fuel-storage-01-temperature-0007,base-projetee-alpha,fuel-storage-01,fuel_storage,temperature,2026-11-10T23:00:00Z,29.4,celsius,7,airbase/batch005/fuel-storage-01/temperature/0007,2026-11-12T06:00:00Z,True
fuel-storage-01-temperature-0008,base-projetee-alpha,fuel-storage-01,fuel_storage,temperature,2026-11-11T06:00:00Z,28.8,celsius,8,airbase/batch005/fuel-storage-01/temperature/0008,2026-11-12T06:00:00Z,True
fuel-storage-01-temperature-0009,base-projetee-alpha,fuel-storage-01,fuel_storage,temperature,2026-11-11T12:00:00Z,29.4,celsius,9,airbase/batch005/fuel-storage-01/temperature/0009,2026-11-12T06:00:00Z,True
fuel-storage-01-temperature-0010,base-projetee-alpha,fuel-storage-01,fuel_storage,temperature,2026-11-11T18:00:00Z,30.0,celsius,10,airbase/batch005/fuel-storage-01/temperature/0010,2026-11-12T06:00:00Z,True
fuel-storage-01-temperature-0011,base-projetee-alpha,fuel-storage-01,fuel_storage,temperature,2026-11-11T23:00:00Z,29.6,celsius,11,airbase/batch005/fuel-storage-01/temperature/0011,2026-11-12T06:00:00Z,True
it-room-01-humidity-0000,base-projetee-alpha,it-room-01,tactical_it,humidity,2026-11-09T06:00:00Z,46.0,percent,0,airbase/batch005/it-room-01/humidity/0000,2026-11-12T06:00:00Z,True
it-room-01-humidity-0001,base-projetee-alpha,it-room-01,tactical_it,humidity,2026-11-09T12:00:00Z,48.0,percent,1,airbase/batch005/it-room-01/humidity/0001,2026-11-12T06:00:00Z,True
it-room-01-humidity-0002,base-projetee-alpha,it-room-01,tactical_it,humidity,2026-11-09T18:00:00Z,50.0,percent,2,airbase/batch005/it-room-01/humidity/0002,2026-11-12T06:00:00Z,True
it-room-01-humidity-0003,base-projetee-alpha,it-room-01,tactical_it,humidity,2026-11-09T23:00:00Z,47.0,percent,3,airbase/batch005/it-room-01/humidity/0003,2026-11-12T06:00:00Z,True
it-room-01-humidity-0004,base-projetee-alpha,it-room-01,tactical_it,humidity,2026-11-10T06:00:00Z,46.0,percent,4,airbase/batch005/it-room-01/humidity/0004,2026-11-12T06:00:00Z,True
it-room-01-humidity-0005,base-projetee-alpha,it-room-01,tactical_it,humidity,2026-11-10T12:00:00Z,49.0,percent,5,airbase/batch005/it-room-01/humidity/0005,2026-11-12T06:00:00Z,True
it-room-01-humidity-0006,base-projetee-alpha,it-room-01,tactical_it,humidity,2026-11-10T18:00:00Z,51.0,percent,6,airbase/batch005/it-room-01/humidity/0006,2026-11-12T06:00:00Z,True
it-room-01-humidity-0007,base-projetee-alpha,it-room-01,tactical_it,humidity,2026-11-10T23:00:00Z,48.0,percent,7,airbase/batch005/it-room-01/humidity/0007,2026-11-12T06:00:00Z,True
it-room-01-humidity-0008,base-projetee-alpha,it-room-01,tactical_it,humidity,2026-11-11T06:00:00Z,47.0,percent,8,airbase/batch005/it-room-01/humidity/0008,2026-11-12T06:00:00Z,True
it-room-01-humidity-0009,base-projetee-alpha,it-room-01,tactical_it,humidity,2026-11-11T12:00:00Z,49.0,percent,9,airbase/batch005/it-room-01/humidity/0009,2026-11-12T06:00:00Z,True
it-room-01-humidity-0010,base-projetee-alpha,it-room-01,tactical_it,humidity,2026-11-11T18:00:00Z,52.0,percent,10,airbase/batch005/it-room-01/humidity/0010,2026-11-12T06:00:00Z,True
it-room-01-humidity-0011,base-projetee-alpha,it-room-01,tactical_it,humidity,2026-11-11T23:00:00Z,48.0,percent,11,airbase/batch005/it-room-01/humidity/0011,2026-11-12T06:00:00Z,True
it-room-01-temperature-0000,base-projetee-alpha,it-room-01,tactical_it,temperature,2026-11-09T06:00:00Z,31.0,celsius,0,airbase/batch005/it-room-01/temperature/0000,2026-11-12T06:00:00Z,True
it-room-01-temperature-0001,base-projetee-alpha,it-room-01,tactical_it,temperature,2026-11-09T12:00:00Z,32.0,celsius,1,airbase/batch005/it-room-01/temperature/0001,2026-11-12T06:00:00Z,True
it-room-01-temperature-0002,base-projetee-alpha,it-room-01,tactical_it,temperature,2026-11-09T18:00:00Z,32.6,celsius,2,airbase/batch005/it-room-01/temperature/0002,2026-11-12T06:00:00Z,True
it-room-01-temperature-0003,base-projetee-alpha,it-room-01,tactical_it,temperature,2026-11-09T23:00:00Z,31.8,celsius,3,airbase/batch005/it-room-01/temperature/0003,2026-11-12T06:00:00Z,True
it-room-01-temperature-0004,base-projetee-alpha,it-room-01,tactical_it,temperature,2026-11-10T06:00:00Z,31.2,celsius,4,airbase/batch005/it-room-01/temperature/0004,2026-11-12T06:00:00Z,True
it-room-01-temperature-0005,base-projetee-alpha,it-room-01,tactical_it,temperature,2026-11-10T12:00:00Z,32.2,celsius,5,airbase/batch005/it-room-01/temperature/0005,2026-11-12T06:00:00Z,True
it-room-01-temperature-0006,base-projetee-alpha,it-room-01,tactical_it,temperature,2026-11-10T18:00:00Z,32.8,celsius,6,airbase/batch005/it-room-01/temperature/0006,2026-11-12T06:00:00Z,True
it-room-01-temperature-0007,base-projetee-alpha,it-room-01,tactical_it,temperature,2026-11-10T23:00:00Z,32.0,celsius,7,airbase/batch005/it-room-01/temperature/0007,2026-11-12T06:00:00Z,True
it-room-01-temperature-0008,base-projetee-alpha,it-room-01,tactical_it,temperature,2026-11-11T06:00:00Z,31.4,celsius,8,airbase/batch005/it-room-01/temperature/0008,2026-11-12T06:00:00Z,True
it-room-01-temperature-0009,base-projetee-alpha,it-room-01,tactical_it,temperature,2026-11-11T12:00:00Z,32.4,celsius,9,airbase/batch005/it-room-01/temperature/0009,2026-11-12T06:00:00Z,True
it-room-01-temperature-0010,base-projetee-alpha,it-room-01,tactical_it,temperature,2026-11-11T18:00:00Z,33.0,celsius,10,airbase/batch005/it-room-01/temperature/0010,2026-11-12T06:00:00Z,True
it-room-01-temperature-0011,base-projetee-alpha,it-room-01,tactical_it,temperature,2026-11-11T23:00:00Z,32.2,celsius,11,airbase/batch005/it-room-01/temperature/0011,2026-11-12T06:00:00Z,True
maintenance-zone-01-temperature-0000,base-projetee-alpha,maintenance-zone-01,light_maintenance,temperature,2026-11-09T06:00:00Z,30.0,celsius,0,airbase/batch005/maintenance-zone-01/temperature/0000,2026-11-12T06:00:00Z,True
maintenance-zone-01-temperature-0001,base-projetee-alpha,maintenance-zone-01,light_maintenance,temperature,2026-11-09T12:00:00Z,30.4,celsius,1,airbase/batch005/maintenance-zone-01/temperature/0001,2026-11-12T06:00:00Z,True
maintenance-zone-01-temperature-0002,base-projetee-alpha,maintenance-zone-01,light_maintenance,temperature,2026-11-09T18:00:00Z,30.6,celsius,2,airbase/batch005/maintenance-zone-01/temperature/0002,2026-11-12T06:00:00Z,True
maintenance-zone-01-temperature-0003,base-projetee-alpha,maintenance-zone-01,light_maintenance,temperature,2026-11-09T23:00:00Z,30.2,celsius,3,airbase/batch005/maintenance-zone-01/temperature/0003,2026-11-12T06:00:00Z,True
maintenance-zone-01-temperature-0004,base-projetee-alpha,maintenance-zone-01,light_maintenance,temperature,2026-11-10T06:00:00Z,30.1,celsius,4,airbase/batch005/maintenance-zone-01/temperature/0004,2026-11-12T06:00:00Z,True
maintenance-zone-01-temperature-0005,base-projetee-alpha,maintenance-zone-01,light_maintenance,temperature,2026-11-10T12:00:00Z,30.5,celsius,5,airbase/batch005/maintenance-zone-01/temperature/0005,2026-11-12T06:00:00Z,True
maintenance-zone-01-temperature-0006,base-projetee-alpha,maintenance-zone-01,light_maintenance,temperature,2026-11-10T18:00:00Z,30.7,celsius,6,airbase/batch005/maintenance-zone-01/temperature/0006,2026-11-12T06:00:00Z,True
maintenance-zone-01-temperature-0007,base-projetee-alpha,maintenance-zone-01,light_maintenance,temperature,2026-11-10T23:00:00Z,30.3,celsius,7,airbase/batch005/maintenance-zone-01/temperature/0007,2026-11-12T06:00:00Z,True
maintenance-zone-01-temperature-0008,base-projetee-alpha,maintenance-zone-01,light_maintenance,temperature,2026-11-11T06:00:00Z,30.2,celsius,8,airbase/batch005/maintenance-zone-01/temperature/0008,2026-11-12T06:00:00Z,True
maintenance-zone-01-temperature-0009,base-projetee-alpha,maintenance-zone-01,light_maintenance,temperature,2026-11-11T12:00:00Z,30.6,celsius,9,airbase/batch005/maintenance-zone-01/temperature/0009,2026-11-12T06:00:00Z,True
maintenance-zone-01-temperature-0010,base-projetee-alpha,maintenance-zone-01,light_maintenance,temperature,2026-11-11T18:00:00Z,30.8,celsius,10,airbase/batch005/maintenance-zone-01/temperature/0010,2026-11-12T06:00:00Z,True
maintenance-zone-01-temperature-0011,base-projetee-alpha,maintenance-zone-01,light_maintenance,temperature,2026-11-11T23:00:00Z,30.4,celsius,11,airbase/batch005/maintenance-zone-01/temperature/0011,2026-11-12T06:00:00Z,True
medical-post-01-humidity-0000,base-projetee-alpha,medical-post-01,medical_post,humidity,2026-11-09T06:00:00Z,47.0,percent,0,airbase/batch005/medical-post-01/humidity/0000,2026-11-12T06:00:00Z,True
medical-post-01-humidity-0001,base-projetee-alpha,medical-post-01,medical_post,humidity,2026-11-09T12:00:00Z,49.0,percent,1,airbase/batch005/medical-post-01/humidity/0001,2026-11-12T06:00:00Z,True
medical-post-01-humidity-0002,base-projetee-alpha,medical-post-01,medical_post,humidity,2026-11-09T18:00:00Z,51.0,percent,2,airbase/batch005/medical-post-01/humidity/0002,2026-11-12T06:00:00Z,True
medical-post-01-humidity-0003,base-projetee-alpha,medical-post-01,medical_post,humidity,2026-11-09T23:00:00Z,48.0,percent,3,airbase/batch005/medical-post-01/humidity/0003,2026-11-12T06:00:00Z,True
medical-post-01-humidity-0004,base-projetee-alpha,medical-post-01,medical_post,humidity,2026-11-10T06:00:00Z,46.0,percent,4,airbase/batch005/medical-post-01/humidity/0004,2026-11-12T06:00:00Z,True
medical-post-01-humidity-0005,base-projetee-alpha,medical-post-01,medical_post,humidity,2026-11-10T12:00:00Z,49.0,percent,5,airbase/batch005/medical-post-01/humidity/0005,2026-11-12T06:00:00Z,True
medical-post-01-humidity-0006,base-projetee-alpha,medical-post-01,medical_post,humidity,2026-11-10T18:00:00Z,52.0,percent,6,airbase/batch005/medical-post-01/humidity/0006,2026-11-12T06:00:00Z,True
medical-post-01-humidity-0007,base-projetee-alpha,medical-post-01,medical_post,humidity,2026-11-10T23:00:00Z,48.0,percent,7,airbase/batch005/medical-post-01/humidity/0007,2026-11-12T06:00:00Z,True
medical-post-01-humidity-0008,base-projetee-alpha,medical-post-01,medical_post,humidity,2026-11-11T06:00:00Z,47.0,percent,8,airbase/batch005/medical-post-01/humidity/0008,2026-11-12T06:00:00Z,True
medical-post-01-humidity-0009,base-projetee-alpha,medical-post-01,medical_post,humidity,2026-11-11T12:00:00Z,50.0,percent,9,airbase/batch005/medical-post-01/humidity/0009,2026-11-12T06:00:00Z,True
medical-post-01-humidity-0010,base-projetee-alpha,medical-post-01,medical_post,humidity,2026-11-11T18:00:00Z,52.0,percent,10,airbase/batch005/medical-post-01/humidity/0010,2026-11-12T06:00:00Z,True
medical-post-01-humidity-0011,base-projetee-alpha,medical-post-01,medical_post,humidity,2026-11-11T23:00:00Z,49.0,percent,11,airbase/batch005/medical-post-01/humidity/0011,2026-11-12T06:00:00Z,True
medical-post-01-temperature-0000,base-projetee-alpha,medical-post-01,medical_post,temperature,2026-11-09T06:00:00Z,22.0,celsius,0,airbase/batch005/medical-post-01/temperature/0000,2026-11-12T06:00:00Z,True
medical-post-01-temperature-0001,base-projetee-alpha,medical-post-01,medical_post,temperature,2026-11-09T12:00:00Z,23.0,celsius,1,airbase/batch005/medical-post-01/temperature/0001,2026-11-12T06:00:00Z,True
medical-post-01-temperature-0002,base-projetee-alpha,medical-post-01,medical_post,temperature,2026-11-09T18:00:00Z,23.4,celsius,2,airbase/batch005/medical-post-01/temperature/0002,2026-11-12T06:00:00Z,True
medical-post-01-temperature-0003,base-projetee-alpha,medical-post-01,medical_post,temperature,2026-11-09T23:00:00Z,22.8,celsius,3,airbase/batch005/medical-post-01/temperature/0003,2026-11-12T06:00:00Z,True
medical-post-01-temperature-0004,base-projetee-alpha,medical-post-01,medical_post,temperature,2026-11-10T06:00:00Z,22.2,celsius,4,airbase/batch005/medical-post-01/temperature/0004,2026-11-12T06:00:00Z,True
medical-post-01-temperature-0005,base-projetee-alpha,medical-post-01,medical_post,temperature,2026-11-10T12:00:00Z,23.2,celsius,5,airbase/batch005/medical-post-01/temperature/0005,2026-11-12T06:00:00Z,True
medical-post-01-temperature-0006,base-projetee-alpha,medical-post-01,medical_post,temperature,2026-11-10T18:00:00Z,23.6,celsius,6,airbase/batch005/medical-post-01/temperature/0006,2026-11-12T06:00:00Z,True
medical-post-01-temperature-0007,base-projetee-alpha,medical-post-01,medical_post,temperature,2026-11-10T23:00:00Z,23.0,celsius,7,airbase/batch005/medical-post-01/temperature/0007,2026-11-12T06:00:00Z,True
medical-post-01-temperature-0008,base-projetee-alpha,medical-post-01,medical_post,temperature,2026-11-11T06:00:00Z,22.4,celsius,8,airbase/batch005/medical-post-01/temperature/0008,2026-11-12T06:00:00Z,True
medical-post-01-temperature-0009,base-projetee-alpha,medical-post-01,medical_post,temperature,2026-11-11T12:00:00Z,23.4,celsius,9,airbase/batch005/medical-post-01/temperature/0009,2026-11-12T06:00:00Z,True
medical-post-01-temperature-0010,base-projetee-alpha,medical-post-01,medical_post,temperature,2026-11-11T18:00:00Z,23.8,celsius,10,airbase/batch005/medical-post-01/temperature/0010,2026-11-12T06:00:00Z,True
medical-post-01-temperature-0011,base-projetee-alpha,medical-post-01,medical_post,temperature,2026-11-11T23:00:00Z,23.2,celsius,11,airbase/batch005/medical-post-01/temperature/0011,2026-11-12T06:00:00Z,True
optronics-shelter-01-humidity-0000,base-projetee-alpha,optronics-shelter-01,optronics,humidity,2026-11-09T06:00:00Z,41.0,percent,0,airbase/batch005/optronics-shelter-01/humidity/0000,2026-11-12T06:00:00Z,True
optronics-shelter-01-humidity-0001,base-projetee-alpha,optronics-shelter-01,optronics,humidity,2026-11-09T12:00:00Z,43.0,percent,1,airbase/batch005/optronics-shelter-01/humidity/0001,2026-11-12T06:00:00Z,True
optronics-shelter-01-humidity-0002,base-projetee-alpha,optronics-shelter-01,optronics,humidity,2026-11-09T18:00:00Z,45.0,percent,2,airbase/batch005/optronics-shelter-01/humidity/0002,2026-11-12T06:00:00Z,True
optronics-shelter-01-humidity-0003,base-projetee-alpha,optronics-shelter-01,optronics,humidity,2026-11-09T23:00:00Z,42.0,percent,3,airbase/batch005/optronics-shelter-01/humidity/0003,2026-11-12T06:00:00Z,True
optronics-shelter-01-humidity-0004,base-projetee-alpha,optronics-shelter-01,optronics,humidity,2026-11-10T06:00:00Z,41.0,percent,4,airbase/batch005/optronics-shelter-01/humidity/0004,2026-11-12T06:00:00Z,True
optronics-shelter-01-humidity-0005,base-projetee-alpha,optronics-shelter-01,optronics,humidity,2026-11-10T12:00:00Z,44.0,percent,5,airbase/batch005/optronics-shelter-01/humidity/0005,2026-11-12T06:00:00Z,True
